,ID,Y Pred,Mass,Pred Formula,Pred Mass,Pred Atom Num,Pred H/C Num,Running Time,Refined Formula (0),Refined Formula (1),Refined Formula (2),Refined Formula (3),Refined Formula (4),Refined Mass (0),Refined Mass (1),Refined Mass (2),Refined Mass (3),Refined Mass (4),FDR (0),FDR (1),FDR (2),FDR (3),FDR (4)
10,EMBL_MCF_2_0_HRMS_Library000519,9.02379;14.323526;7.0758963;3.0275068;-0.004479377;-0.029197175;-0.010454441;1.0162503;-5.8244634e-05;-0.0016631626;0.0015090024;-0.00046969816;-2.9364403e-05,307.0575866699219,C9H14O7N3P,305.83599853515625,34.46060562133789,1.5763980150222778,0.12132337370089122,C9H14N3O7P,C8H11N4O9,C11H9N5O6,,,307.05693679992,307.05260294838,307.05528302964,,,0.7047532796859741,0.10010020434856415,0.04145009070634842,0.0,0.0
11,EMBL_MCF_2_0_HRMS_Library000518,4.6748953;6.3898635;1.8221772;2.9195857;0.012778662;0.0016308054;0.005030729;-0.0042007053;-3.8752052e-05;-0.003992278;-9.465461e-05;-0.00011389419;5.757535e-05,132.05419921875,C5H6O2N3,116.26866149902344,13.650390625,1.199684500694275,0.06978323736361094,C4H8N2O3,C2H6N5O2,,,,132.05349212541,132.05214945466997,,,,0.2831435799598694,0.10950853675603867,0.0,0.0,0.0
12,EMBL_MCF_2_0_HRMS_Library000517,6.0872955;13.558156;8.7455015;-0.0013139173;-0.028492987;-0.014695473;-0.010195203;0.88376564;-3.4158118e-06;-0.0037428953;-0.0012396629;-0.00016399338;-9.5641786e-05,260.0302734375,C6H14O9P,260.36859130859375,30.654909133911133,2.176331043243408,0.026174333478723253,C6H13O9P,,,,,260.02971899354003,,,,,0.5956999659538269,0.0,0.0,0.0,0.0
13,EMBL_MCF_2_0_HRMS_Library000515,3.577644;5.522511;2.1553764;3.7781777;-0.016918771;-0.011206524;-0.0037998916;-0.003935937;-3.2553544e-05;-0.004482781;-0.00035339463;-1.3020402e-05;-1.6154605e-06,132.05418395996094,C4H6O2N4,133.39346313476562,14.852960586547852,1.53799569606781,0.07329585828951427,C4H8N2O3,C2H6N5O2,,,,132.05349212541,132.05214945466997,,,,0.4570324718952179,0.01694631762802601,0.0,0.0,0.0
14,EMBL_MCF_2_0_HRMS_Library000513,36.880753;45.835274;17.724821;2.232159;0.004751064;-0.0015013412;0.019113295;0.036358166;-3.4475794e-05;0.016031552;-0.0017572398;-0.00059312745;-9.2917935e-06,809.1264038085938,C37H46O18N2,809.4552001953125,102.1627197265625,1.2829952239990234,0.025756862546716417,C24H41N7O14P2S3,,,,,809.13488654646,,,,,0.25021374225616455,0.0,0.0,0.0,0.0
15,EMBL_MCF_2_0_HRMS_Library000512,12.97286;17.939423;3.905933;2.0262096;0.028023042;-0.003253825;-0.0014739082;-0.00484099;-7.737149e-06;-0.0011054337;-0.00041096975;-0.00019185855;-1.4732953e-05,267.0972900390625,C13H18O4N2,265.69622802734375,36.50016403198242,1.3736908435821533,0.027236965085778917,C13H17NO3S,C10H13N5O4,C9H17NO8,,,267.09291458545,267.09675391942,267.09541650890003,,,0.7374895811080933,0.1335373967885971,0.011256612837314606,0.0,0.0
16,EMBL_MCF_2_0_HRMS_Library000511,11.4491005;20.11263;5.6366615;2.0027628;-0.0022748725;0.97865355;-0.011673077;-0.02718561;-4.6922734e-05;-0.001667931;0.00024960836;0.00025928696;-1.9745785e-06,307.0843200683594,C11H20O6N2S,307.61041259765625,41.14011001586914,1.8214566707611084,0.02657511511019298,C18H13NO4,C10H17N3O6S,,,,307.08445790170003,307.08380645302,,,,0.7115747332572937,0.16019207239151,0.0,0.0,0.0
17,EMBL_MCF_2_0_HRMS_Library000510,17.476639;27.995962;15.487109;6.4537845;-0.027016265;0.39197806;-0.05580916;2.4688315;-0.00011658119;-0.005857959;0.0029833792;-0.0015252309;-6.31431e-05,663.109619140625,C17H28O15N6P2,656.4203491210938,69.99188995361328,1.4927376508712769,0.14170959272554942,C16H28N9O14P3,C18H32N7O14P3,C16H27N9O16P2,C14H32N7O17P3,,663.0968576115499,663.12200973161,663.10509982004,663.1067535903201,,0.40425437688827515,0.3745627999305725,0.27556079626083374,0.27290603518486023,0.0
18,EMBL_MCF_2_0_HRMS_Library000509,9.905953;13.760467;4.980422;0.33405575;0.032039106;0.001511775;0.002212353;-0.007642069;-2.1401514e-05;-0.0010888726;-1.5848329e-05;-0.00012819484;-6.6155453e-06,221.0905303955078,C10H14O5,219.837158203125,29.49034309387207,1.5565375089645386,0.026345756437097276,C12H15NOS,C4H11N7O4,,,,221.08743528185,221.08725186382,,,,0.8826456069946289,0.010337436571717262,0.0,0.0,0.0
19,EMBL_MCF_2_0_HRMS_Library000506,9.422081;18.80656;10.271355;-0.011279248;-0.02907526;-0.02766704;-0.00286953;1.1830393;-5.2083004e-05;-0.005170452;-0.0002724061;0.00062753935;-6.159263e-05,339.9966125488281,C9H19O10P,339.862548828125,40.06801986694336,1.8708616495132446,0.03665974416903087,C10H14O7P2S,C6H14O12P2,,,,339.99354795945,339.9960498829,,,,0.98119056224823,0.9368122816085815,0.0,0.0,0.0
20,EMBL_MCF_2_0_HRMS_Library000504,11.597085;17.393808;3.7692475;0.048508145;0.023860522;0.00092389435;0.0065042004;-0.00064662326;-2.3185183e-05;-0.0010167055;-0.00067125354;-0.00015387699;-4.04733e-06,221.0905303955078,C12H17O4,220.21275329589844,33.29228973388672,1.5051072835922241,0.02628996648958751,C8H15NO6,C9H11N5O2,,,,221.08993720530003,221.09127461582,,,,0.07645219564437866,0.03380173444747925,0.0,0.0,0.0
21,EMBL_MCF_2_0_HRMS_Library000495,8.064219;7.7717266;2.2269444;1.8669896;0.057582363;0.059479557;1.1070074;0.010114659;-3.292682e-05;-0.00037778317;-0.00097191054;-0.00032974646;-9.717594e-06,206.04376220703125,C8H8O2N2Cl,206.15792846679688,20.283342361450195,0.7912765741348267,0.026296642209802355,C8H14O2S2,C7H10O7,,,,206.04352203916,206.04265265929,,,,0.5369014739990234,0.15653017163276672,0.0,0.0,0.0
22,EMBL_MCF_2_0_HRMS_Library000494,7.3334317;12.956642;2.5905375;1.2784727;0.030070104;1.3719941;0.01187706;0.016520012;-9.714533e-06;-0.0016036592;-0.0016182857;-3.773286e-05;-1.069362e-05,206.0440216064453,C7H13O3NS,206.98606872558594,23.846704483032227,1.4849882125854492,0.1051314143197877,C10H8NO4,C8H14O2S2,C8H6N4O3,,,206.04533274055,206.04352203916,206.04399006980998,,,0.9495399594306946,0.7945024371147156,0.010198233649134636,0.0,0.0
23,EMBL_MCF_2_0_HRMS_Library000493,4.5670485;5.343102;1.4088296;-0.0163051;2.2352228;0.009908132;-0.0044348943;-0.015683532;-3.522979e-05;-0.0007791303;-0.0011073826;0.00010577147;1.71485e-05,130.0999298095703,C5H5OF2,135.33387756347656,15.533807754516602,1.5380679368972778,0.060019281293664656,C7H14O2,C5H12N3O,,,,130.09937969036,130.09803701962,,,,0.9877834916114807,0.027940182015299797,0.0,0.0,0.0
24,EMBL_MCF_2_0_HRMS_Library000492,5.7177296;8.972944;2.065556;0.5276113;-0.004691537;0.8537102;-0.0105391815;0.044950817;-4.2717624e-05;-0.0027248643;-0.0007173436;0.00024297764;2.6623777e-05,149.03382873535156,C6H9O2NS,148.0366668701172,18.21474266052246,1.319471001625061,0.03505208769014903,C5H11NS2,C4H7NO5,,,,149.03329170776,149.03242232789,,,,0.9708445072174072,0.029471538960933685,0.0,0.0,0.0
25,EMBL_MCF_2_0_HRMS_Library000491,8.15787;17.2616;7.0484815;0.030545212;-0.016461728;-0.022771902;-0.01255212;0.94742435;-6.838637e-05;-0.0046618353;-7.3601506e-05;0.0012849264;-3.1578715e-05,260.02996826171875,C8H17O7P,259.53515625,33.70266342163086,2.0240492820739746,0.0455911425607545,C6H13O9P,,,,,260.02971899354003,,,,,0.5832138657569885,0.0,0.0,0.0,0.0
26,EMBL_MCF_2_0_HRMS_Library000488,24.00195;36.79342;4.238611;0.10862575;0.59266996;0.009974144;0.0065392926;-0.0049742484;-3.753947e-05;-0.0007357217;-0.0019347394;-5.65575e-05;5.8441074e-06,408.2881164550781,C24H37O4F,408.212646484375,65.30052947998047,1.5555518865585327,0.047105577375207625,C24H40O5,C24FH39NO3,C25H36N4O,,,408.28757438705,408.29139728283997,408.28891179757,,,0.8152540326118469,0.5899519324302673,0.16412118077278137,0.0,0.0
27,EMBL_MCF_2_0_HRMS_Library000485,4.299385;10.011521;2.8307137;2.0581918;-0.0022065446;0.0046526417;-0.0013596163;-0.016829392;-4.5775345e-05;-2.0997226e-05;-0.00045879278;0.00084287603;1.2760109e-05,131.05882263183594,C4H10O3N2,133.21835327148438,16.373302459716797,1.960366129875183,0.026020315076623644,C5H9NO3,,,,,131.05824315321001,,,,,0.3685813546180725,0.0,0.0,0.0,0.0
28,EMBL_MCF_2_0_HRMS_Library000484,6.9688644;6.906955;2.0899963;0.784508;0.012178026;0.021679573;0.020109799;-0.0002508931;-1.8503983e-05;-0.0020888567;-0.00068007613;-0.00015198454;-4.0186455e-06,136.03903198242188,C7H7O2N,137.92877197265625,17.2612247467041,1.0001968145370483,0.046597745801721296,C7H6NO2,C5H4N4O,C5H12S2,,,136.03985343695,136.03851076620998,136.03804273556,,,0.9862852096557617,0.2068348526954651,0.1818051040172577,0.0,0.0
29,EMBL_MCF_2_0_HRMS_Library000482,6.953733;13.154483;3.236866;1.4231404;0.03948272;0.12033754;-0.005809204;0.1477408;-4.648315e-05;-0.0023873285;-0.0011134567;-1.1244556e-05;1.9275642e-05,176.04356384277344,C7H13O3N,176.9786834716797,24.94040298461914,2.2142019271850586,0.03590991773775645,C5H8N2O5,C8H6N3O2,,,,176.04332136455,176.04600144581002,,,,0.29058778285980225,0.23134756088256836,0.0,0.0,0.0
30,EMBL_MCF_2_0_HRMS_Library000481,5.6730204;8.036254;3.3789139;2.8604238;-0.004810995;0.0974394;-0.0033816115;-0.0040365183;-3.6387613e-05;-0.0016980805;-0.00015016591;0.00019279053;-2.2498775e-06,176.0438232421875,C6H8O3N3,176.79991149902344,19.93987274169922,1.3730875253677368,0.02705266752413341,C9H8N2S,C5H8N2O5,CH4N8O3,,,176.04081944109998,176.04332136455,176.04063602307002,,,0.8433617353439331,0.2452804148197174,0.0016459273174405098,0.0,0.0
31,EMBL_MCF_2_0_HRMS_Library000480,6.6495957;13.081749;5.719651;-0.00862429;0.006222278;-0.01592203;0.010272384;-0.019004857;-7.868158e-05;-0.00014203564;0.0027438449;0.0005414777;3.8298836e-05,180.06393432617188,C7H13O6,181.17262268066406,25.466279983520508,2.0945193767547607,0.026960637952600206,C6H12O6,C5H13N2O3P,,,,180.06338810418,180.06637928498,,,,0.9922329187393188,0.058300744742155075,0.0,0.0,0.0
32,EMBL_MCF_2_0_HRMS_Library000475,4.2169256;7.936504;2.4950385;0.2087765;-0.0072403746;-0.0074309334;-0.0060263723;-0.012431129;-6.630244e-05;-0.0036746636;-0.0013161065;0.00017016684;0.00015471975,90.03196716308594,C4H8O2,105.72355651855469,13.478216171264648,1.9426878690719604,0.05136230268648692,C3H6O3,CH4N3O2,,,,90.03169405209,90.03035138135,,,,0.8360429406166077,0.016260603442788124,0.0,0.0,0.0
33,EMBL_MCF_2_0_HRMS_Library000474,3.7626336;6.5225143;2.372192;0.7542435;-0.01277224;0.009182923;0.0017720237;-0.012266148;-2.3671706e-05;-0.0036446103;-0.0013072891;0.0001426891;-3.1756122e-06,90.0322265625,C4H7O2N,93.02228546142578,9.763373374938965,1.8974639177322388,0.05361917295626231,C3H6O3,,,,,90.03169405209,,,,,0.9953203797340393,0.0,0.0,0.0,0.0
34,EMBL_MCF_2_0_HRMS_Library000473,6.9304953;7.950301;2.4529772;1.9135314;0.064828366;0.038189255;-0.00012853593;-0.003114357;-3.6861467e-05;-0.0035833046;-0.0005257327;-0.000101956866;2.7909002e-05,158.04425048828125,C7H8O2N2,157.24961853027344,19.08849334716797,1.4660369157791138,0.06120732107332774,C6H8NO4,C4H6N4O3,,,,158.04533274055,158.04399006980998,,,,0.22521556913852692,0.10792700946331024,0.0,0.0,0.0
35,EMBL_MCF_2_0_HRMS_Library000472,2.8163333;4.7521415;2.0385845;4.3743033;-0.034110185;0.80186677;-0.015735067;-0.020750528;-0.000578848;-0.004258055;-0.0006582279;-0.0004288034;2.3501518e-05,158.04452514648438,C3H5O2N4S,156.19683837890625,15.948436737060547,1.5579382181167603,0.1274698046701295,C4H6N4O3,C2H4N7O2,,,,158.04399006980998,158.04264739907,,,,0.12707386910915375,0.010023611597716808,0.0,0.0,0.0
36,EMBL_MCF_2_0_HRMS_Library000471,31.575186;42.371754;7.5622168;2.5026863;0.093671925;0.018153332;0.9229446;-0.004169788;-2.7725566e-05;-6.2871724e-05;-0.0008938486;-0.00045328305;-1.3686146e-05,612.1524658203125,C32H42O8N3Cl,613.021484375,84.79332733154297,1.3226183652877808,0.026375797178064073,C30H28O14,C19H32N8O9S3,,,,612.14790557642,612.14543816613,,,,0.8191185593605042,0.2114229053258896,0.0,0.0,0.0
37,EMBL_MCF_2_0_HRMS_Library000470,5.6463776;13.348821;8.821683;0.0052387193;-0.016892402;-0.046268206;-0.0043543847;1.1359992;-1.250701e-05;-0.0053464584;-0.002377226;-0.0002191396;-0.00010833683,260.02996826171875,C6H13O9P,259.96356201171875,29.345788955688477,2.2782747745513916,0.025880363370691026,C13H8O6,C6H13O9P,,,,260.03208797526,260.02971899354003,,,,0.944402277469635,0.7864115238189697,0.0,0.0,0.0
38,EMBL_MCF_2_0_HRMS_Library000469,5.2478776;12.305181;9.178852;-0.0151906;-0.029136378;-0.041987617;-0.013239975;1.1037734;1.741713e-05;-0.0048077605;-0.0021203938;-0.0003499107;-0.00011954027,260.03021240234375,C5H12O9P,260.0741271972656,28.400636672973633,2.276115894317627,0.026308563138757433,C7H17O4PS2,C6H13O9P,,,,260.03058837341,260.02971899354003,,,,0.7596666812896729,0.6073577404022217,0.0,0.0,0.0
39,EMBL_MCF_2_0_HRMS_Library000468,6.254983;10.844137;6.20046;-0.009915118;-0.0045177564;-0.019596143;0.0056002513;-0.021704668;-3.5243203e-05;0.0004743077;-0.00019150955;-0.00012096479;-2.8035965e-05,180.06393432617188,C6H11O6,181.88380432128906,23.711061477661133,1.9301565885543823,0.02766444959810802,C10H12OS,C6H12O6,C4H10N3O5,C2H8N6O4,,180.06088618073,180.06338810418,180.06204543344,180.0607027627,,0.9315999150276184,0.3049439787864685,0.01751215010881424,0.0012446613982319832,0.0
40,EMBL_MCF_2_0_HRMS_Library000467,4.223253;7.2409253;1.6518532;0.10435476;-0.0025609464;0.06518089;-0.00014457852;0.044155363;-5.638497e-05;-0.002301085;-0.0018961584;0.00013557752;9.3807525e-05,90.0322265625,C4H7O2,92.50273895263672,10.38176155090332,1.5314998626708984,0.05141260900667735,C3H6O3,,,,,90.03169405209,,,,,0.9832457304000854,0.0,0.0,0.0,0.0
41,EMBL_MCF_2_0_HRMS_Library000466,7.1514716;9.991878;4.922801;-0.01039262;0.023419268;-0.014917667;-2.3761391e-05;-0.011021866;-6.8670975e-05;-0.002645523;-0.00066345505;-0.00015898659;5.6727848e-05,174.0530548095703,C7H10O5,173.4691925048828,21.594675064086914,1.5034936666488647,0.02592828550509044,C7H10O5,C8H6N4O,,,,174.05282342015,174.05416083067,,,,0.9786580801010132,0.002735375426709652,0.0,0.0,0.0
42,EMBL_MCF_2_0_HRMS_Library000465,7.6628065;9.548403;4.5551653;-0.0030542598;0.048196256;-0.010700436;0.0014443994;-0.011600863;-5.523609e-05;-0.00084611773;0.0005503846;-0.00025908664;4.3748936e-05,174.05332946777344,C8H10O5,173.73997497558594,22.394773483276367,1.6009138822555542,0.027080800916467394,C7H10O5,C8H14S2,C8H6N4O,,,174.05282342015,174.05369280002,174.05416083067,,,0.9974570870399475,0.9809426069259644,0.0003422682930249721,0.0,0.0
43,EMBL_MCF_2_0_HRMS_Library000464,6.52651;11.697426;6.477334;0.07413555;-0.004805757;-0.016813096;0.0047173426;-0.021155754;-4.4210723e-05;0.0006396733;0.00040910294;0.00052488525;-1.9964751e-05,196.05882263183594,C7H12O6,196.26388549804688,24.66899299621582,1.861662745475769,0.04352524557283946,C6H12O7,C9H10NO4,C4H10N3O6,C7H8N4O3,,196.05830272375,196.06098280501,196.05696005301002,196.05964013427,,0.7391965389251709,0.26850882172584534,0.0038433524314314127,0.001122503774240613,0.0
44,EMBL_MCF_2_0_HRMS_Library000459,9.900429;9.780845;1.4080358;1.6760508;-0.0028872476;-0.0016038374;-0.0049845786;-0.0009074025;-7.2722323e-06;-0.0035893389;-0.0007427225;-0.00021138504;-7.553573e-06,173.10545349121094,C10H10ON2,171.79515075683594,21.71622085571289,1.0197017192840576,0.026300933744226183,C8H15NO3,C4H11N7O,,,,173.10519334659,173.10250800511,,,,0.8014236092567444,0.015325196087360382,0.0,0.0,0.0
45,EMBL_MCF_2_0_HRMS_Library000455,4.543066;8.551395;4.149411;1.4824064;-0.009090005;-0.0012634591;-0.0012191505;-0.02222453;-2.8653163e-05;-0.0023253323;-0.00039220508;0.0007729151;-2.5953528e-05,147.05372619628906,C5H9O4N,147.4239044189453,16.960031509399414,1.8926020860671997,0.02622559347323009,C5H9NO4,,,,,147.05315777278003,,,,,0.4710748493671417,0.0,0.0,0.0,0.0
46,EMBL_MCF_2_0_HRMS_Library000454,7.023054;14.839024;7.8439913;0.41208082;-0.014709015;-0.054056924;-0.0044321613;0.91155976;-3.6064255e-05;-0.0033767694;-0.00094335916;0.000339485;-6.323773e-05,260.02996826171875,C7H15O8P,260.9534912109375,31.89693832397461,2.2870097160339355,0.04468515196016856,C7H17O4PS2,C6H13O9P,,,,260.03058837341,260.02971899354003,,,,0.8352967500686646,0.7169144749641418,0.0,0.0,0.0
47,EMBL_MCF_2_0_HRMS_Library000453,5.4918756;11.897672;8.894413;-0.010359927;-0.041116443;-0.004556425;-0.017022343;1.0404036;7.03237e-05;-0.005486945;-0.0018168541;-0.00037073507;-0.00011594164,260.03021240234375,C5H12O9P,259.77813720703125,28.756038665771484,2.140157699584961,0.02644851484469005,C10H13O4PS,C6H13O9P,,,,260.02721707009,260.02971899354003,,,,0.9700855016708374,0.4706791639328003,0.0,0.0,0.0
48,EMBL_MCF_2_0_HRMS_Library000450,2.1260192;5.5028334;3.6487484;0.789472;-0.018246053;-0.020495422;-0.003427142;1.0470701;-3.873678e-05;0.004359469;-0.0010606678;0.00040520285;-3.8295788e-05,141.0193634033203,C2H6O4NP,137.71278381347656,13.22467041015625,4.030561923980713,0.10189345159700938,C2H8NO4P,C4H3N3O3,,,,141.01909473897,141.01744096869,,,,0.840246856212616,0.14144209027290344,0.0,0.0,0.0
49,EMBL_MCF_2_0_HRMS_Library000448,6.928137;14.773342;7.8730392;0.36933282;-0.017554872;-0.04429161;-0.006212309;0.9054959;-3.2829215e-05;-0.0035604888;-0.0008832807;0.00032878597;-6.458404e-05,260.02996826171875,C7H15O8P,260.87347412109375,31.836118698120117,2.2989821434020996,0.032989528562341414,C10H13O4PS,C6H13O9P,,,,260.02721707009,260.02971899354003,,,,0.9222429990768433,0.6426820755004883,0.0,0.0,0.0
50,EMBL_MCF_2_0_HRMS_Library000447,5.3030047;11.693197;9.148176;-0.01910178;-0.044764955;-0.0018196419;-0.01911232;1.0585505;0.000115004834;-0.006041094;-0.0021776783;-0.00048341913;-0.00012706536,260.03021240234375,C5H12O9P,260.2664794921875,28.578384399414062,2.152226209640503,0.026386764432702745,C13H8O6,C6H13O9P,,,,260.03208797526,260.02971899354003,,,,0.984180212020874,0.30015379190444946,0.0,0.0,0.0
51,EMBL_MCF_2_0_HRMS_Library000446,10.708692;17.238844;2.4055753;0.7092433;-0.0005940765;-0.005092068;-0.00314292;0.01908331;-1.1891592e-05;-0.0013379179;-0.0007241497;-7.330044e-05;-6.394263e-06,191.06185913085938,C11H17O2N,192.7470245361328,30.856718063354492,1.663472056388855,0.07176282682589122,C10H9NO3,C7H13NO3S,C10H11N2S,,,191.05824315321001,191.06161445653,191.06429453778998,,,0.9619148969650269,0.7484750151634216,0.6303126811981201,0.0,0.0
52,EMBL_MCF_2_0_HRMS_Library000445,9.066728;7.745038;2.1158996;0.8457885;1.3394384;-0.00033108742;0.008498207;0.008107591;9.407755e-06;-0.001126238;-0.0003418872;-0.00028919443;-1.8831517e-05,191.0621337890625,C9H8O2NF,191.03013610839844,21.25446128845215,0.9038876295089722,0.026591565992150987,C7H13NO3S,C3H9N7OS,,,,191.06161445653,191.05892911505,,,,0.1671125292778015,0.02509021945297718,0.0,0.0,0.0
53,EMBL_MCF_2_0_HRMS_Library000442,9.815491;12.880981;1.4896462;2.4492986;-0.0057719364;-0.006427987;-0.0038445666;0.00091521814;1.8590596e-05;-0.0020700737;-0.000754595;-0.00019524856;-1.4677818e-05,188.11636352539062,C10H13ON2,186.75502014160156,26.012964248657227,1.1876752376556396,0.02638461866549083,C8H16N2O3,C4H12N8O,,,,188.11609238325,188.11340704177,,,,0.7298112511634827,0.010045480914413929,0.0,0.0,0.0
54,EMBL_MCF_2_0_HRMS_Library000441,9.148544;14.68193;2.547439;1.4374177;-0.0032947839;-0.006033583;0.0054491386;0.025791246;6.71125e-05;0.003465075;-1.24918415e-05;-0.00018055453;-2.0859565e-05,188.1166229248047,C9H15O3N,185.31207275390625,27.976274490356445,1.928087830543518,0.07933905401400157,C8H16N2O3,,,,,188.11609238325,,,,,0.607908308506012,0.0,0.0,0.0,0.0
55,EMBL_MCF_2_0_HRMS_Library000437,5.022925;5.3146048;1.4040164;1.8455305;0.04141663;0.031406693;-0.005117826;-0.0039146966;-5.0119033e-05;-0.0036395402;-0.00060397125;-3.0820956e-05;8.303771e-05,117.05406188964844,C5H5ON2,121.52671813964844,13.357342720031738,1.8791736364364624,0.06262638845614024,C3H7N3O2,C5H9O3,,,,117.05382647804001,117.05516914878001,,,,0.17391757667064667,0.1641467958688736,0.0,0.0,0.0
56,EMBL_MCF_2_0_HRMS_Library000435,12.429041;19.388117;2.09654;0.059689082;0.004997529;-0.0025183633;0.001161918;-0.0006861888;-2.468722e-05;-0.0022059225;-0.0012474539;-0.00011519506;-3.3000367e-06,203.1163330078125,C12H19O2,202.04212951660156,34.238277435302734,1.7095391750335693,0.030119445707116808,C8H18N3OP,C10H13N5,,,,203.11874921141998,203.11709544114,,,,0.9045934677124023,0.16744820773601532,0.0,0.0,0.0
